[公共事件 | 序章] 旁白/未命名: 在多元宇宙的無盡象限之中，存在著一個凡人肉眼無法觀測的維度
[Map001.json(數學村) | 劇情水晶2-頁1] 悠真: 聽起來……我好像身負重任？
[Map001.json(數學村) | 劇情水晶2-頁1] 莉娜: （冷笑一聲，攤手） 
[Map001.json(數學村) | 劇情水晶2-頁1] 莉娜: 別高興得太早。雖然名號聽起來很響亮，但根據我
[Map001.json(數學村) | 劇情水晶2-頁1] 莉娜: 的觀察……
[Map001.json(數學村) | 劇情水晶2-頁1] 莉娜: 歷屆解題者的下場，通常都不太好。
[Map001.json(數學村) | 劇情水晶2-頁1] 悠真: ……咦？
[Map001.json(數學村) | 劇情水晶2-頁1] 莉娜: 小心點行事吧, 我叫莉娜, 旁邊那位是米勒
[Map001.json(數學村) | 劇情水晶2-頁1] 莉娜: 我們有緣再會
[Map001.json(數學村) | 劇情水晶2-頁1] 米勒: ......
[Map001.json(數學村) | 劇情水晶2-頁1] 米勒: （一臉苦笑）
[Map001.json(數學村) | 劇情水晶2-頁1] 米勒: 別介意，我姐就是刀子嘴。她只是想讓你小心點但
[Map001.json(數學村) | 劇情水晶2-頁1] 米勒: 又不知道怎麼表達。
[Map001.json(數學村) | 劇情水晶2-頁1] 米勒: 這些錢給你，去村裡的商店買點裝備，順便熟悉一
[Map001.json(數學村) | 劇情水晶2-頁1] 米勒: 下環境吧。
[Map001.json(數學村) | 劇情水晶2-頁1] 米勒: 記住最好多一點和村裡的居民或者冒險
[Map001.json(數學村) | 劇情水晶2-頁1] 米勒: 家交流, 特別是南方的酒館。
[Map001.json(數學村) | 劇情水晶2-頁1] ???: 獲得金幣3000g
[Map001.json(數學村) | 劇情水晶2-頁1] 莉娜: 你居然敢逃跑? 真是廢物
[Map001.json(數學村) | 劇情水晶2-頁1] 莉娜: 烈拳!
[Map001.json(數學村) | 劇情水晶2-頁1] 悠真: 啊RRRRR 記得把我的意志傳承下去, 最好幫我開直
[Map001.json(數學村) | 劇情水晶2-頁1] 悠真: 播....
[Map001.json(數學村) | 1-頁1] ? ? ?: 警告! 建議玩家至少升級至15級時再進行劇情

[Map001.json(數學村) | 1-頁1] --- 出現選項: ['進行劇情', '算了'] ---
[Map001.json(數學村) | 1-頁1] (若玩家選擇: 進行劇情) >>>
[Map001.json(數學村) | 1-頁1] 悠真: 這大概就是那位龍騎士口中的東南方了吧。
[Map001.json(數學村) | 1-頁1] 悠真: 等等！
[Map001.json(數學村) | 1-頁1] 悠真: 那兩個一看就知道不是好人的家伙在幹什麼？！
[Map001.json(數學村) | 1-頁1] 悠真: 去偷聽一下好了。
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員1: 喂! 你確定是這裡嗎
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員2: 沒錯, 我保證, 就是這裡。
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員2: .....
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員2: ....奇怪
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員1: 怎麼了？ 這裡風景不錯啊，有田有水的，哪裡
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員1: 有問題了？
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員2: 你懂個屁。 三天前，我剛好在西邊的山頭執行
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員2: 偵查任務。 
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員2: 當時我親眼看到一頭飛龍頭墜落在這個位置。當
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員2: 時火光沖天，把這一帶燒成了平地。
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員2: 後來我才知道是「王國之矛」那群國王的走狗帶兵
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員2: 圍剿魔王軍四天王之一的「數八星」。
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員2: 只可惜最後被那東西跑了, 真是笑死我了哈哈哈,
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員2: 連飛龍都戰死了好幾頭。
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員2: （指著面前的胡蘿蔔田，語氣充滿了懷疑）
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員2: 不過這裡應該到處都是焦黑的廢墟才對。 
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員2: 怎麼可能才過了三天，坑填平了，連胡蘿蔔都長
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員2: 出來了？
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員1: 呃... 會不會是看錯位置了？ ：或者是這裡的村
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員1: 民特別勤勞？
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員2: 勤勞能讓胡蘿蔔三天長大？別傻了。
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員2: 這地方透著古怪... 走，去問問那個賣菜的老太
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員2: 婆。
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員2: 看看她能不能編出什麼像樣的謊話。
[Map001.json(數學村) | 1-頁1] 賣菜大媽: 新鮮蘿蔔~ 好吃不貴~ 快點來買啊
[Map001.json(數學村) | 1-頁1] 賣菜大媽: 哎呀，兩位客人面生啊。 要買胡蘿蔔嗎？剛摘下
[Map001.json(數學村) | 1-頁1] 賣菜大媽: 來的，很甜喔。
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員1: 老太婆，跟妳打聽個事。 這裡前幾天是不是發生
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員1: 過大爆炸？或者是天上掉下來什麼東西？
[Map001.json(數學村) | 1-頁1] 賣菜大媽: 爆炸？沒有喔。 這裡一直都很和平，胡蘿蔔長
[Map001.json(數學村) | 1-頁1] 賣菜大媽: 得很好... 很甜喔。
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員1: 真的沒有？我們可是聽說這裡有飛龍墜落喔。 
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員1: 而且這裡的土看起來很新，像是剛翻過的。
[Map001.json(數學村) | 1-頁1] 賣菜大媽: （笑容沒有任何變化，語調也完全一樣）
[Map001.json(數學村) | 1-頁1] 賣菜大媽: 爆炸？沒有喔。 這裡一直都很和平，胡蘿蔔長
[Map001.json(數學村) | 1-頁1] 賣菜大媽: 得很好... 很甜喔。
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員1: ...喂。 我問妳這農田是什麼時候種成的？
[Map001.json(數學村) | 1-頁1] 賣菜大媽: （笑容沒有任何變化，隱約流露出幾分詭異）
[Map001.json(數學村) | 1-頁1] 賣菜大媽: 爆炸？沒有喔。 這裡一直都很和平，胡蘿蔔長
[Map001.json(數學村) | 1-頁1] 賣菜大媽: 得很好... 很甜喔。
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員1: （眼神沈了下來，手緩緩摸向劍柄） 妳只會說這
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員1: 一句話嗎？ 
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員2: 這老太婆不對勁。 她的眼睛... 連眨都沒眨一下。
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員2: 你看她的脖子後面... 那裡好像有一塊... 金屬銘
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員2: 牌？
[Map001.json(數學村) | 1-頁1] 賣菜大媽: （沒有任何回應，微微地歪了歪頭）
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員1: 哼，原來如此。 我就說這農田怎麼假得要命，
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員1: 原來連人都是假的。 
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員1: （猛地拔劍出切匕首）
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員1: 現出原形吧！
[Map001.json(數學村) | 1-頁1] 旁白: (傭兵一擊砍在大媽的肩膀上，卻發出了敲擊鐵砧般的巨響！ 偽
[Map001.json(數學村) | 1-頁1] 旁白: 裝的人造皮膚瞬間裂開，露出底下旋轉的齒輪。)
[Map001.json(數學村) | 1-頁1] 賣菜大媽: 警告... 語言模組... 故障... ：偽裝... 失敗...
[Map001.json(數學村) | 1-頁1] 賣菜大媽:  ：切換... 戰鬥模式...
[Map001.json(數學村) | 1-頁1] ? ? ? : 已進入戰鬥模式, 目標 2人, 進入2級警戒狀態。
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員1: 這個機型... 這個色澤.... 
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員2: 沒錯, 就是那家伙的傑作, 魔王軍四天王排名第
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員2: 二！
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員2: 素有「機械博士」之稱—數無手底下的機械
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員2: 戰士！
[Map001.json(數學村) | 1-頁1] 兩人同時喊出: 牛頭機人X５！
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員2: 慢！太慢了！
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員1: 果然跟報告書報告的一樣, 這些量產型的廢物根
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員1: 本比不上它們的原型機。
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員2: 跟以往的對手比起來簡直就是小菜一碟！
[Map001.json(數學村) | 1-頁1] 兩人同時喊出: 有勝算！
[Map001.json(數學村) | 1-頁1] 牛頭機人X5: 消除敵人.... 消除
[Map001.json(數學村) | 1-頁1] 牛頭機人X5: 消除.. 消除...
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員1: 看來是已經到極限了, 給它最後一擊吧
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員2: 看招吧！這就是我們的！！！
[Map001.json(數學村) | 1-頁1] 兩人同時喊出: 皇鴉斷頭台！！
[Map001.json(數學村) | 1-頁1] ???: 牛頭機人X5倒下了
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員1: 終於打敗這個廢鐵了, 嘿嘿嘿
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員2: 別管它, 我們的目標是騎士團的裝備以及數八星。
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員2: 那塊農田絕對有問題。
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員2: 看我的 皇鴉龍卷風！
[Map001.json(數學村) | 1-頁1] 皇鴉傭兵團成員2: 動作快點, 別讓其他小老鼠抓到機會。
[Map001.json(數學村) | 1-頁1] 悠真: (鬆了一口氣)
[Map001.json(數學村) | 1-頁1] 悠真: 真是刺激, 要是被他們發現可能連小命都不保。
[Map001.json(數學村) | 1-頁1] 悠真: 不過看來數八星就在下面, 真的要跳下去嗎。
[Map001.json(數學村) | 1-頁1] (若玩家選擇: 算了) >>>
[Map001.json(數學村) | EV053-頁2] 悠真: 一但跳了下去短時間內可能就回不來了數學村了。
[Map001.json(數學村) | EV053-頁2] 悠真: 真的要跳嗎？

[Map001.json(數學村) | EV053-頁2] --- 出現選項: ['跳！', '我在想想'] ---
[Map001.json(數學村) | EV053-頁2] (若玩家選擇: 跳！) >>>
[Map001.json(數學村) | EV053-頁2] 悠真: 還是別跳了吧, 他們都那麼強, 我還是再刷刷經
[Map001.json(數學村) | EV053-頁2] 悠真: 驗好了。
[Map001.json(數學村) | EV053-頁2] ? ? ?: 別廢話！快點跳！
[Map001.json(數學村) | EV053-頁2] 悠真: 啊RRRRRRRR 記得幫我開直播以及傳承我的意志
[Map001.json(數學村) | EV053-頁2] 悠真: 啊RRRRR
[Map001.json(數學村) | EV053-頁2] (若玩家選擇: 我在想想) >>>
[Map001.json(數學村) | EV055-頁1] ???: 是否要召喚小木艇

[Map001.json(數學村) | EV055-頁1] --- 出現選項: ['是', '否'] ---
[Map001.json(數學村) | EV055-頁1] (若玩家選擇: 是) >>>
[Map001.json(數學村) | EV055-頁1] (若玩家選擇: 否) >>>
[Map001.json(數學村) | EV056-頁1] ???: 是否要召喚小木艇

[Map001.json(數學村) | EV056-頁1] --- 出現選項: ['是', '否'] ---
[Map001.json(數學村) | EV056-頁1] (若玩家選擇: 是) >>>
[Map001.json(數學村) | EV056-頁1] (若玩家選擇: 否) >>>
[Map001.json(數學村) | 治癒水晶-頁1] ???: 200\G。要補充體力嗎？

[Map001.json(數學村) | 治癒水晶-頁1] --- 出現選項: ['要', '不要'] ---
[Map001.json(數學村) | 治癒水晶-頁1] (若玩家選擇: 要) >>>
[Map001.json(數學村) | 治癒水晶-頁1] ???: 你的錢不夠。
[Map001.json(數學村) | 治癒水晶-頁1] (若玩家選擇: 不要) >>>
[Map001.json(數學村) | 治癒水晶-頁1] ???: 200\G。要補充體力嗎？

[Map001.json(數學村) | 治癒水晶-頁1] --- 出現選項: ['要', '不要'] ---
[Map001.json(數學村) | 治癒水晶-頁1] (若玩家選擇: 要) >>>
[Map001.json(數學村) | 治癒水晶-頁1] ???: 你的錢不夠。
[Map001.json(數學村) | 治癒水晶-頁1] (若玩家選擇: 不要) >>>
[Map001.json(數學村) | 治癒水晶-頁1] ???: 200\G。要補充體力嗎？

[Map001.json(數學村) | 治癒水晶-頁1] --- 出現選項: ['要', '不要'] ---
[Map001.json(數學村) | 治癒水晶-頁1] (若玩家選擇: 要) >>>
[Map001.json(數學村) | 治癒水晶-頁1] ???: 你的錢不夠。
[Map001.json(數學村) | 治癒水晶-頁1] (若玩家選擇: 不要) >>>
[Map001.json(數學村) | 治癒水晶-頁1] ???: 200\G。要補充體力嗎？

[Map001.json(數學村) | 治癒水晶-頁1] --- 出現選項: ['要', '不要'] ---
[Map001.json(數學村) | 治癒水晶-頁1] (若玩家選擇: 要) >>>
[Map001.json(數學村) | 治癒水晶-頁1] ???: 你的錢不夠。
[Map001.json(數學村) | 治癒水晶-頁1] (若玩家選擇: 不要) >>>
[Map001.json(數學村) | 治癒水晶-頁1] ???: 200\G。要補充體力嗎？

[Map001.json(數學村) | 治癒水晶-頁1] --- 出現選項: ['要', '不要'] ---
[Map001.json(數學村) | 治癒水晶-頁1] (若玩家選擇: 要) >>>
[Map001.json(數學村) | 治癒水晶-頁1] ???: 你的錢不夠。
[Map001.json(數學村) | 治癒水晶-頁1] (若玩家選擇: 不要) >>>
[Map002.json(數學神殿) | 轉移（數學村）-頁1] ? ? ?: 請先跟上面的狗狗了解主線任務是什麼~
[Map002.json(數學神殿) | 轉移（數學村）-頁1] ? ? ?: 請先跟上面的狗狗了解主線任務是什麼~
[Map002.json(數學神殿) | 轉移（數學村）-頁1] ? ? ?: 請先跟上面的狗狗了解主線任務是什麼~
[Map002.json(數學神殿) | 轉移（數學村）-頁1] ? ? ?: 請先跟上面的狗狗了解主線任務是什麼~

[Map002.json(數學神殿) | 杜賓上校-頁1] --- 出現選項: ['主線任務是什麼?', '移動的方法'] ---
[Map002.json(數學神殿) | 杜賓上校-頁1] (若玩家選擇: 主線任務是什麼?) >>>
[Map002.json(數學神殿) | 杜賓上校-頁1] 杜賓上校: 我們當前的目標只有一個：離開這座數學村，前往
[Map002.json(數學神殿) | 杜賓上校-頁1] 杜賓上校: 下一層維度【霧光森林】。
[Map002.json(數學神殿) | 杜賓上校-頁1] 杜賓上校: 但通往外界的橋樑被魔王手下的四天王之一——「數
[Map002.json(數學神殿) | 杜賓上校-頁1] 杜賓上校: 八星」給切斷了。
[Map002.json(數學神殿) | 杜賓上校-頁1] 杜賓上校: 你必須找到並且擊敗他才能夠有線索找到通往霧光
[Map002.json(數學神殿) | 杜賓上校-頁1] 杜賓上校: 森林的方法。
[Map002.json(數學神殿) | 杜賓上校-頁1] (若玩家選擇: 移動的方法) >>>
[Map002.json(數學神殿) | 杜賓上校-頁1] 杜賓上校: 移動的方式是用鼠標點擊地圖上你想前往的任意一
[Map002.json(數學神殿) | 杜賓上校-頁1] 杜賓上校: 個圖塊, 然後角色便會按照你的目標前進, 但是不
[Map002.json(數學神殿) | 杜賓上校-頁1] 杜賓上校: 能穿過城牆。
[Map002.json(數學神殿) | 杜賓上校-頁1] 悠真: 為什麼會有一隻會說話的狗....
[Map002.json(數學神殿) | 黑貓參謀-頁1] 黑貓參謀: 在路上會有一些常人所無法察覺到的奇異火焰、水晶
[Map002.json(數學神殿) | 黑貓參謀-頁1] 黑貓參謀: 或物體等等看上去與週遭事物格格不入的物體, 
[Map002.json(數學神殿) | 黑貓參謀-頁1] 黑貓參謀: 它們我們稱之為
[Map002.json(數學神殿) | 黑貓參謀-頁1] 黑貓參謀: 「離群數劇」
[Map002.json(數學神殿) | 黑貓參謀-頁1] 黑貓參謀: 由於數據被強制平均化，普通人的大腦會自動過濾
[Map002.json(數學神殿) | 黑貓參謀-頁1] 黑貓參謀: 這些「離群數劇」（視為空氣）。
[Map002.json(數學神殿) | 黑貓參謀-頁1] 黑貓參謀: 只有一部分的特殊人士才能看見這些數劇。亦即是
[Map002.json(數學神殿) | 黑貓參謀-頁1] 黑貓參謀: 你們那個世界中對異世界幻想有的「職業者」
[Map002.json(數學神殿) | 黑貓參謀-頁1] 黑貓參謀: 而你身為變數 X，你能看見這些被世界遺棄的殘渣。
[Map002.json(數學神殿) | 黑貓參謀-頁1] 黑貓參謀: 並在接觸後與之進行戰鬥
[Map002.json(數學神殿) | 黑貓參謀-頁1] 黑貓參謀: 戰勝這些數劇便能永久性地吸收這一部分魔王軍所
[Map002.json(數學神殿) | 黑貓參謀-頁1] 黑貓參謀: 溢散的力量, 我們稱之為「等級上升」。同時你亦
[Map002.json(數學神殿) | 黑貓參謀-頁1] 黑貓參謀: 能獲得一部分怪物身上的金幣。
[Map002.json(數學神殿) | 黑貓參謀-頁1] 黑貓參謀: 而之於怪物身上為何會有金幣我們便不得而知。
[Map002.json(數學神殿) | 黑貓參謀-頁1] 悠真: 為什麼會有一隻會說話的貓....
